REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,1/1/2022 0:05,7206.03,124.86,TRADE
NSW1,1/1/2022 0:10,7174.26,126.02,TRADE
NSW1,1/1/2022 0:15,7135,124.93,TRADE
NSW1,1/1/2022 0:20,7065.84,113.54,TRADE
NSW1,1/1/2022 0:25,6995.08,123.12,TRADE
NSW1,1/1/2022 0:30,6988.47,124.06,TRADE
NSW1,1/1/2022 0:35,6967.3,124.43,TRADE
NSW1,1/1/2022 0:40,6974.2,126.24,TRADE
NSW1,1/1/2022 0:45,6918.46,125.2,TRADE
NSW1,1/1/2022 0:50,6828.85,120,TRADE
NSW1,1/1/2022 0:55,6778.23,97.31,TRADE
NSW1,1/1/2022 1:00,6749.21,93.63,TRADE
NSW1,1/1/2022 1:05,6631.21,107.8,TRADE
NSW1,1/1/2022 1:10,6655.52,107.8,TRADE
NSW1,1/1/2022 1:15,6496.85,91.92,TRADE
NSW1,1/1/2022 1:20,6520.86,107.8,TRADE
NSW1,1/1/2022 1:25,6439.22,91.37,TRADE
NSW1,1/1/2022 1:30,6429.13,91.39,TRADE
NSW1,1/1/2022 1:35,6370.55,92.15,TRADE
NSW1,1/1/2022 1:40,6333.25,100.28,TRADE
NSW1,1/1/2022 1:45,6237.88,91.91,TRADE
NSW1,1/1/2022 1:50,6271.96,100.3,TRADE
NSW1,1/1/2022 1:55,6155.27,85,TRADE
NSW1,1/1/2022 2:00,6161.94,85,TRADE
NSW1,1/1/2022 2:05,6111.41,92.37,TRADE
NSW1,1/1/2022 2:10,6105.33,97.31,TRADE
NSW1,1/1/2022 2:15,6111.52,92.37,TRADE
NSW1,1/1/2022 2:20,6104.21,74.39,TRADE
NSW1,1/1/2022 2:25,6053.46,92.8,TRADE
NSW1,1/1/2022 2:30,6051.47,86.17,TRADE
NSW1,1/1/2022 2:35,6063.27,107.51,TRADE
NSW1,1/1/2022 2:40,5999.32,106.91,TRADE
NSW1,1/1/2022 2:45,6011.51,107.8,TRADE
NSW1,1/1/2022 2:50,5969.26,107.8,TRADE
NSW1,1/1/2022 2:55,5977.47,106.9,TRADE
NSW1,1/1/2022 3:00,5978.2,105.43,TRADE
NSW1,1/1/2022 3:05,5957.39,106.22,TRADE
NSW1,1/1/2022 3:10,5980.59,107.8,TRADE
NSW1,1/1/2022 3:15,5978.83,107.43,TRADE
NSW1,1/1/2022 3:20,5973.53,106.37,TRADE
NSW1,1/1/2022 3:25,5922.33,88.28,TRADE
NSW1,1/1/2022 3:30,5960.85,88.44,TRADE
NSW1,1/1/2022 3:35,5886.83,78.07,TRADE
NSW1,1/1/2022 3:40,5916.38,78.07,TRADE
NSW1,1/1/2022 3:45,5923.22,80.88,TRADE
NSW1,1/1/2022 3:50,5896.81,75.67,TRADE
NSW1,1/1/2022 3:55,5894.29,78.07,TRADE
NSW1,1/1/2022 4:00,5906.82,75.98,TRADE
NSW1,1/1/2022 4:05,5939.25,87.69,TRADE
NSW1,1/1/2022 4:10,5898.91,76.48,TRADE
NSW1,1/1/2022 4:15,5912.59,73.54,TRADE
NSW1,1/1/2022 4:20,5870.26,76.41,TRADE
NSW1,1/1/2022 4:25,5865.69,69.69,TRADE
NSW1,1/1/2022 4:30,5859.17,70.93,TRADE
NSW1,1/1/2022 4:35,5850.55,71.36,TRADE
NSW1,1/1/2022 4:40,5901.55,71.86,TRADE
NSW1,1/1/2022 4:45,5841.37,70.12,TRADE
NSW1,1/1/2022 4:50,5824.4,66.24,TRADE
NSW1,1/1/2022 4:55,5801.68,66.08,TRADE
NSW1,1/1/2022 5:00,5810.91,65.59,TRADE
NSW1,1/1/2022 5:05,5828.3,69.26,TRADE
NSW1,1/1/2022 5:10,5874.12,75.67,TRADE
NSW1,1/1/2022 5:15,5815.94,65.18,TRADE
NSW1,1/1/2022 5:20,5832.3,71.45,TRADE
NSW1,1/1/2022 5:25,5821.74,65.69,TRADE
NSW1,1/1/2022 5:30,5817.9,64.99,TRADE
NSW1,1/1/2022 5:35,5796.84,65.63,TRADE
NSW1,1/1/2022 5:40,5789.9,65.21,TRADE
NSW1,1/1/2022 5:45,5739.68,64.77,TRADE
NSW1,1/1/2022 5:50,5720.18,54.37,TRADE
NSW1,1/1/2022 5:55,5757.49,29.99,TRADE
NSW1,1/1/2022 6:00,5733.49,17.72,TRADE
NSW1,1/1/2022 6:05,5731.51,22.45,TRADE
NSW1,1/1/2022 6:10,5759.25,63.06,TRADE
NSW1,1/1/2022 6:15,5701.3,38.9,TRADE
NSW1,1/1/2022 6:20,5776.74,25.39,TRADE
NSW1,1/1/2022 6:25,5749.87,21.22,TRADE
NSW1,1/1/2022 6:30,5752.84,0.67,TRADE
NSW1,1/1/2022 6:35,5760.73,10.86,TRADE
NSW1,1/1/2022 6:40,5758.81,0.68,TRADE
NSW1,1/1/2022 6:45,5788.09,22.08,TRADE
NSW1,1/1/2022 6:50,5791.63,17.22,TRADE
NSW1,1/1/2022 6:55,5790.8,17.75,TRADE
NSW1,1/1/2022 7:00,5784.99,0,TRADE
NSW1,1/1/2022 7:05,5720.81,0,TRADE
NSW1,1/1/2022 7:10,5830.53,17.21,TRADE
NSW1,1/1/2022 7:15,5775.94,12.47,TRADE
NSW1,1/1/2022 7:20,5812.53,17.55,TRADE
NSW1,1/1/2022 7:25,5753.06,22.79,TRADE
NSW1,1/1/2022 7:30,5849.45,23.8,TRADE
NSW1,1/1/2022 7:35,5834.1,25.98,TRADE
NSW1,1/1/2022 7:40,5810.09,23.61,TRADE
NSW1,1/1/2022 7:45,5820.86,19.16,TRADE
NSW1,1/1/2022 7:50,5799.25,18.09,TRADE
NSW1,1/1/2022 7:55,5785.04,22.91,TRADE
NSW1,1/1/2022 8:00,5804.18,23.27,TRADE
NSW1,1/1/2022 8:05,5870.93,28.22,TRADE
NSW1,1/1/2022 8:10,5824.95,65.19,TRADE
NSW1,1/1/2022 8:15,5802.82,64.61,TRADE
NSW1,1/1/2022 8:20,5781.4,57.59,TRADE
NSW1,1/1/2022 8:25,5757.4,57.61,TRADE
NSW1,1/1/2022 8:30,5779.72,65.77,TRADE
NSW1,1/1/2022 8:35,5750.59,64.99,TRADE
NSW1,1/1/2022 8:40,5772.61,66.13,TRADE
NSW1,1/1/2022 8:45,5708.68,65.28,TRADE
NSW1,1/1/2022 8:50,5712.29,57.95,TRADE
NSW1,1/1/2022 8:55,5696.8,64.99,TRADE
NSW1,1/1/2022 9:00,5764.99,64.99,TRADE
NSW1,1/1/2022 9:05,5741.72,64.99,TRADE
NSW1,1/1/2022 9:10,5704.75,54.5,TRADE
NSW1,1/1/2022 9:15,5684.12,50.14,TRADE
NSW1,1/1/2022 9:20,5735.7,64.78,TRADE
NSW1,1/1/2022 9:25,5623.66,54.39,TRADE
NSW1,1/1/2022 9:30,5643.74,56.29,TRADE
NSW1,1/1/2022 9:35,5664.51,24.6,TRADE
NSW1,1/1/2022 9:40,5671.27,28.44,TRADE
NSW1,1/1/2022 9:45,5665.12,43.55,TRADE
NSW1,1/1/2022 9:50,5696.18,66.11,TRADE
NSW1,1/1/2022 9:55,5663.39,22.61,TRADE
NSW1,1/1/2022 10:00,5664.55,18.53,TRADE
NSW1,1/1/2022 10:05,5651.5,18.2,TRADE
NSW1,1/1/2022 10:10,5680.49,17.46,TRADE
NSW1,1/1/2022 10:15,5641.6,17.96,TRADE
NSW1,1/1/2022 10:20,5604.14,19.13,TRADE
NSW1,1/1/2022 10:25,5644.71,24.96,TRADE
NSW1,1/1/2022 10:30,5661.36,24.65,TRADE
NSW1,1/1/2022 10:35,5711.88,64.79,TRADE
NSW1,1/1/2022 10:40,5702.15,43.55,TRADE
NSW1,1/1/2022 10:45,5679.38,43.55,TRADE
NSW1,1/1/2022 10:50,5758.12,43.76,TRADE
NSW1,1/1/2022 10:55,5743.92,64.35,TRADE
NSW1,1/1/2022 11:00,5775.79,92.8,TRADE
NSW1,1/1/2022 11:05,5811.14,86.99,TRADE
NSW1,1/1/2022 11:10,5845.4,82.96,TRADE
NSW1,1/1/2022 11:15,5886.1,54.45,TRADE
NSW1,1/1/2022 11:20,5906.16,57.27,TRADE
NSW1,1/1/2022 11:25,5892.94,62.98,TRADE
NSW1,1/1/2022 11:30,5889.09,54.23,TRADE
NSW1,1/1/2022 11:35,5975.88,58.52,TRADE
NSW1,1/1/2022 11:40,5938.58,64.11,TRADE
NSW1,1/1/2022 11:45,6005.22,66.65,TRADE
NSW1,1/1/2022 11:50,6037.29,64.46,TRADE
NSW1,1/1/2022 11:55,6050.31,66.62,TRADE
NSW1,1/1/2022 12:00,6049.05,93.27,TRADE
NSW1,1/1/2022 12:05,6001.35,82.96,TRADE
NSW1,1/1/2022 12:10,6028.03,74.26,TRADE
NSW1,1/1/2022 12:15,6072.46,95.09,TRADE
NSW1,1/1/2022 12:20,6054.82,82.96,TRADE
NSW1,1/1/2022 12:25,6023.85,72.2,TRADE
NSW1,1/1/2022 12:30,6078.9,60.79,TRADE
NSW1,1/1/2022 12:35,6098.89,73.11,TRADE
NSW1,1/1/2022 12:40,6097.24,71.78,TRADE
NSW1,1/1/2022 12:45,6108.84,72.74,TRADE
NSW1,1/1/2022 12:50,6088.69,59.96,TRADE
NSW1,1/1/2022 12:55,6145.88,60.41,TRADE
NSW1,1/1/2022 13:00,6194.82,73.84,TRADE
NSW1,1/1/2022 13:05,6107.87,60.26,TRADE
NSW1,1/1/2022 13:10,6182.14,70.44,TRADE
NSW1,1/1/2022 13:15,6200.34,71.35,TRADE
NSW1,1/1/2022 13:20,6243.96,66.49,TRADE
NSW1,1/1/2022 13:25,6306.78,98.62,TRADE
NSW1,1/1/2022 13:30,6392.79,73.32,TRADE
NSW1,1/1/2022 13:35,6372.23,70.31,TRADE
NSW1,1/1/2022 13:40,6466.98,71.3,TRADE
NSW1,1/1/2022 13:45,6451.7,107.8,TRADE
NSW1,1/1/2022 13:50,6516.87,70.83,TRADE
NSW1,1/1/2022 13:55,6628.74,125.35,TRADE
NSW1,1/1/2022 14:00,6662.37,100.3,TRADE
NSW1,1/1/2022 14:05,6670.12,76.71,TRADE
NSW1,1/1/2022 14:10,6714.76,68.41,TRADE
NSW1,1/1/2022 14:15,6732.8,70.81,TRADE
NSW1,1/1/2022 14:20,6754.99,103.73,TRADE
NSW1,1/1/2022 14:25,6753.41,125.63,TRADE
NSW1,1/1/2022 14:30,6777.76,107.8,TRADE
NSW1,1/1/2022 14:35,6771.12,95.81,TRADE
NSW1,1/1/2022 14:40,6797.41,107.8,TRADE
NSW1,1/1/2022 14:45,6927.27,72.62,TRADE
NSW1,1/1/2022 14:50,6957.59,70.73,TRADE
NSW1,1/1/2022 14:55,7037.53,73.99,TRADE
NSW1,1/1/2022 15:00,7086.14,92.76,TRADE
NSW1,1/1/2022 15:05,7229.94,70.18,TRADE
NSW1,1/1/2022 15:10,7284.77,97.25,TRADE
NSW1,1/1/2022 15:15,7325.01,125.02,TRADE
NSW1,1/1/2022 15:20,7463.63,128.26,TRADE
NSW1,1/1/2022 15:25,7442.35,73.63,TRADE
NSW1,1/1/2022 15:30,7526.68,100.78,TRADE
NSW1,1/1/2022 15:35,7530.71,115.45,TRADE
NSW1,1/1/2022 15:40,7554.92,95.19,TRADE
NSW1,1/1/2022 15:45,7601.2,107.8,TRADE
NSW1,1/1/2022 15:50,7679.62,126.18,TRADE
NSW1,1/1/2022 15:55,7719.69,117.54,TRADE
NSW1,1/1/2022 16:00,7686.91,88.28,TRADE
NSW1,1/1/2022 16:05,7765.89,65.04,TRADE
NSW1,1/1/2022 16:10,7825.04,70.18,TRADE
NSW1,1/1/2022 16:15,7765.15,63.24,TRADE
NSW1,1/1/2022 16:20,7836.58,71.91,TRADE
NSW1,1/1/2022 16:25,7874.31,70.97,TRADE
NSW1,1/1/2022 16:30,7919.36,85.5,TRADE
NSW1,1/1/2022 16:35,8017.99,68.27,TRADE
NSW1,1/1/2022 16:40,8054.1,68.49,TRADE
NSW1,1/1/2022 16:45,8051.05,71.74,TRADE
NSW1,1/1/2022 16:50,8081.85,64.74,TRADE
NSW1,1/1/2022 16:55,8162.3,68.43,TRADE
NSW1,1/1/2022 17:00,8198.49,70.15,TRADE
NSW1,1/1/2022 17:05,8165.67,64.89,TRADE
NSW1,1/1/2022 17:10,8147.03,64.23,TRADE
NSW1,1/1/2022 17:15,8190,64.73,TRADE
NSW1,1/1/2022 17:20,8249.74,70.18,TRADE
NSW1,1/1/2022 17:25,8304.45,70.57,TRADE
NSW1,1/1/2022 17:30,8282.1,87.53,TRADE
NSW1,1/1/2022 17:35,8272.57,70.18,TRADE
NSW1,1/1/2022 17:40,8280.82,91.51,TRADE
NSW1,1/1/2022 17:45,8295.46,70.18,TRADE
NSW1,1/1/2022 17:50,8222.86,81.21,TRADE
NSW1,1/1/2022 17:55,8284.93,88.62,TRADE
NSW1,1/1/2022 18:00,8283.27,87.96,TRADE
NSW1,1/1/2022 18:05,8256.65,88.02,TRADE
NSW1,1/1/2022 18:10,8276.29,107.8,TRADE
NSW1,1/1/2022 18:15,8327.74,121.54,TRADE
NSW1,1/1/2022 18:20,8265.54,119.85,TRADE
NSW1,1/1/2022 18:25,8287.16,120.2,TRADE
NSW1,1/1/2022 18:30,8205.86,117.74,TRADE
NSW1,1/1/2022 18:35,8216.31,124.14,TRADE
NSW1,1/1/2022 18:40,8237.47,126.54,TRADE
NSW1,1/1/2022 18:45,8230.1,116.87,TRADE
NSW1,1/1/2022 18:50,8228.96,117.8,TRADE
NSW1,1/1/2022 18:55,8232.22,116.92,TRADE
NSW1,1/1/2022 19:00,8145.56,115.99,TRADE
NSW1,1/1/2022 19:05,8211.51,119.05,TRADE
NSW1,1/1/2022 19:10,8155.99,117.46,TRADE
NSW1,1/1/2022 19:15,8147.82,118.23,TRADE
NSW1,1/1/2022 19:20,8071.8,115.49,TRADE
NSW1,1/1/2022 19:25,8113.52,115.62,TRADE
NSW1,1/1/2022 19:30,8084.2,109.09,TRADE
NSW1,1/1/2022 19:35,8157.75,118.59,TRADE
NSW1,1/1/2022 19:40,8165.53,119.03,TRADE
NSW1,1/1/2022 19:45,8166,121.48,TRADE
NSW1,1/1/2022 19:50,8158.46,119.13,TRADE
NSW1,1/1/2022 19:55,8154.62,115.71,TRADE
NSW1,1/1/2022 20:00,8170.23,115.83,TRADE
NSW1,1/1/2022 20:05,8138.99,115.16,TRADE
NSW1,1/1/2022 20:10,8128.22,115.96,TRADE
NSW1,1/1/2022 20:15,8044.46,105.97,TRADE
NSW1,1/1/2022 20:20,7994.76,107.8,TRADE
NSW1,1/1/2022 20:25,7924.45,106.03,TRADE
NSW1,1/1/2022 20:30,7932.34,106.06,TRADE
NSW1,1/1/2022 20:35,7938.32,106.83,TRADE
NSW1,1/1/2022 20:40,7901.02,106.14,TRADE
NSW1,1/1/2022 20:45,7886.9,111.28,TRADE
NSW1,1/1/2022 20:50,7799.42,104.71,TRADE
NSW1,1/1/2022 20:55,7780.16,95.98,TRADE
NSW1,1/1/2022 21:00,7780.63,95.36,TRADE
NSW1,1/1/2022 21:05,7819.91,96.13,TRADE
NSW1,1/1/2022 21:10,7868.73,107.8,TRADE
NSW1,1/1/2022 21:15,7773.29,96.11,TRADE
NSW1,1/1/2022 21:20,7701.4,94.81,TRADE
NSW1,1/1/2022 21:25,7690.63,87.26,TRADE
NSW1,1/1/2022 21:30,7656.07,78.92,TRADE
NSW1,1/1/2022 21:35,7682.68,86.16,TRADE
NSW1,1/1/2022 21:40,7676.58,94.1,TRADE
NSW1,1/1/2022 21:45,7592.14,86.87,TRADE
NSW1,1/1/2022 21:50,7557.73,87.49,TRADE
NSW1,1/1/2022 21:55,7499.75,88.04,TRADE
NSW1,1/1/2022 22:00,7506.69,106.82,TRADE
NSW1,1/1/2022 22:05,7464.44,107.65,TRADE
NSW1,1/1/2022 22:10,7475.02,107.8,TRADE
NSW1,1/1/2022 22:15,7475.95,107.8,TRADE
NSW1,1/1/2022 22:20,7357.8,85,TRADE
NSW1,1/1/2022 22:25,7383.62,105.59,TRADE
NSW1,1/1/2022 22:30,7373.07,107.8,TRADE
NSW1,1/1/2022 22:35,7244.17,102.27,TRADE
NSW1,1/1/2022 22:40,7318.18,105.14,TRADE
NSW1,1/1/2022 22:45,7327.2,107.22,TRADE
NSW1,1/1/2022 22:50,7197.69,87.17,TRADE
NSW1,1/1/2022 22:55,7169.13,103.1,TRADE
NSW1,1/1/2022 23:00,7110.32,102.18,TRADE
NSW1,1/1/2022 23:05,7089.37,85.08,TRADE
NSW1,1/1/2022 23:10,7080.42,85.78,TRADE
NSW1,1/1/2022 23:15,7088.77,103.26,TRADE
NSW1,1/1/2022 23:20,7054.84,86.41,TRADE
NSW1,1/1/2022 23:25,6994.03,85.84,TRADE
NSW1,1/1/2022 23:30,6925.32,85.41,TRADE
NSW1,1/1/2022 23:35,6970.05,110.6,TRADE
NSW1,1/1/2022 23:40,6943.01,104.1,TRADE
NSW1,1/1/2022 23:45,6941.29,104.74,TRADE
NSW1,1/1/2022 23:50,6927.36,97.17,TRADE
NSW1,1/1/2022 23:55,6890.18,87.18,TRADE
NSW1,1/2/2022 0:00,6914.66,95.72,TRADE
NSW1,1/2/2022 0:05,6850.57,110.22,TRADE
NSW1,1/2/2022 0:10,6774.01,104.3,TRADE
NSW1,1/2/2022 0:15,6758.63,85.51,TRADE
NSW1,1/2/2022 0:20,6732.82,78.07,TRADE
NSW1,1/2/2022 0:25,6704.92,85,TRADE
NSW1,1/2/2022 0:30,6672.9,85,TRADE
NSW1,1/2/2022 0:35,6644.57,103.52,TRADE
NSW1,1/2/2022 0:40,6576.05,94.31,TRADE
NSW1,1/2/2022 0:45,6577.34,103.13,TRADE
NSW1,1/2/2022 0:50,6533.68,96.09,TRADE
NSW1,1/2/2022 0:55,6459.41,86.38,TRADE
NSW1,1/2/2022 1:00,6439.57,87.05,TRADE
NSW1,1/2/2022 1:05,6405.68,117.7,TRADE
NSW1,1/2/2022 1:10,6399.05,116.28,TRADE
NSW1,1/2/2022 1:15,6334.5,107.8,TRADE
NSW1,1/2/2022 1:20,6302.06,107.8,TRADE
NSW1,1/2/2022 1:25,6275.87,107.8,TRADE
NSW1,1/2/2022 1:30,6286.07,107.8,TRADE
NSW1,1/2/2022 1:35,6212.28,107.8,TRADE
NSW1,1/2/2022 1:40,6177.71,99.58,TRADE
NSW1,1/2/2022 1:45,6183.13,101.03,TRADE
NSW1,1/2/2022 1:50,6107.38,88.26,TRADE
NSW1,1/2/2022 1:55,6095.92,85,TRADE
NSW1,1/2/2022 2:00,6040.75,85,TRADE
NSW1,1/2/2022 2:05,6076.36,88.44,TRADE
NSW1,1/2/2022 2:10,6024.17,102.59,TRADE
NSW1,1/2/2022 2:15,6053.51,88.99,TRADE
NSW1,1/2/2022 2:20,6009.16,87.74,TRADE
NSW1,1/2/2022 2:25,5976.76,87.78,TRADE
NSW1,1/2/2022 2:30,5997.37,88.44,TRADE
NSW1,1/2/2022 2:35,6002.35,87.83,TRADE
NSW1,1/2/2022 2:40,5987.06,103.48,TRADE
NSW1,1/2/2022 2:45,5972.96,103.54,TRADE
NSW1,1/2/2022 2:50,5925.71,104.35,TRADE
NSW1,1/2/2022 2:55,5897.43,103.65,TRADE
NSW1,1/2/2022 3:00,5922.12,102.79,TRADE
NSW1,1/2/2022 3:05,5946.17,105.04,TRADE
NSW1,1/2/2022 3:10,5921.75,105.19,TRADE
NSW1,1/2/2022 3:15,5924.85,105.16,TRADE
NSW1,1/2/2022 3:20,5922.32,105.92,TRADE
NSW1,1/2/2022 3:25,5867.29,107.8,TRADE
NSW1,1/2/2022 3:30,5922.76,105.89,TRADE
NSW1,1/2/2022 3:35,5881.39,105.18,TRADE
NSW1,1/2/2022 3:40,5853.43,104.81,TRADE
NSW1,1/2/2022 3:45,5826.35,105.22,TRADE
NSW1,1/2/2022 3:50,5839.52,105.27,TRADE
NSW1,1/2/2022 3:55,5855.42,105.94,TRADE
NSW1,1/2/2022 4:00,5869.13,105.97,TRADE
NSW1,1/2/2022 4:05,5902.53,88.5,TRADE
NSW1,1/2/2022 4:10,5909.35,106.58,TRADE
NSW1,1/2/2022 4:15,5875.27,107.34,TRADE
NSW1,1/2/2022 4:20,5881.18,87.87,TRADE
NSW1,1/2/2022 4:25,5858.34,85,TRADE
NSW1,1/2/2022 4:30,5891.95,85,TRADE
NSW1,1/2/2022 4:35,5897.69,85,TRADE
NSW1,1/2/2022 4:40,5933.35,85,TRADE
NSW1,1/2/2022 4:45,5902.43,87.26,TRADE
NSW1,1/2/2022 4:50,5891.24,85,TRADE
NSW1,1/2/2022 4:55,5852.65,85,TRADE
NSW1,1/2/2022 5:00,5907.65,88.57,TRADE
NSW1,1/2/2022 5:05,5886.53,117.45,TRADE
NSW1,1/2/2022 5:10,5948.53,118.99,TRADE
NSW1,1/2/2022 5:15,5915.8,107.82,TRADE
NSW1,1/2/2022 5:20,5928.84,107.38,TRADE
NSW1,1/2/2022 5:25,5890.48,89.13,TRADE
NSW1,1/2/2022 5:30,5892.83,88.55,TRADE
NSW1,1/2/2022 5:35,5892.25,90.32,TRADE
NSW1,1/2/2022 5:40,5913.83,69.07,TRADE
NSW1,1/2/2022 5:45,5860.48,69.02,TRADE
NSW1,1/2/2022 5:50,5878.22,68.87,TRADE
NSW1,1/2/2022 5:55,5858.33,68.59,TRADE
NSW1,1/2/2022 6:00,5851.74,69.03,TRADE
NSW1,1/2/2022 6:05,5887.26,68.59,TRADE
NSW1,1/2/2022 6:10,5896.41,69,TRADE
NSW1,1/2/2022 6:15,5923.39,68.04,TRADE
NSW1,1/2/2022 6:20,5923.23,66.55,TRADE
NSW1,1/2/2022 6:25,5877.76,59.95,TRADE
NSW1,1/2/2022 6:30,5894.14,24.48,TRADE
NSW1,1/2/2022 6:35,5918.78,59.21,TRADE
NSW1,1/2/2022 6:40,5931.27,54.99,TRADE
NSW1,1/2/2022 6:45,5877.92,19.06,TRADE
NSW1,1/2/2022 6:50,5883.8,42.48,TRADE
NSW1,1/2/2022 6:55,5850.04,43.58,TRADE
NSW1,1/2/2022 7:00,5872.93,25.5,TRADE
NSW1,1/2/2022 7:05,5858.23,43.55,TRADE
NSW1,1/2/2022 7:10,5891.11,52.15,TRADE
NSW1,1/2/2022 7:15,5884.37,33.07,TRADE
NSW1,1/2/2022 7:20,5938.02,50.65,TRADE
NSW1,1/2/2022 7:25,5896.32,17.91,TRADE
NSW1,1/2/2022 7:30,5914.11,17.47,TRADE
NSW1,1/2/2022 7:35,5881,17.5,TRADE
NSW1,1/2/2022 7:40,5851.68,17.64,TRADE
NSW1,1/2/2022 7:45,5888.8,17.66,TRADE
NSW1,1/2/2022 7:50,5850.18,17.5,TRADE
NSW1,1/2/2022 7:55,5837.7,17.52,TRADE
NSW1,1/2/2022 8:00,5866.34,17.54,TRADE
NSW1,1/2/2022 8:05,5862.72,17.7,TRADE
NSW1,1/2/2022 8:10,5905.4,43.55,TRADE
NSW1,1/2/2022 8:15,5891.11,35.29,TRADE
NSW1,1/2/2022 8:20,5889.03,30.19,TRADE
NSW1,1/2/2022 8:25,5818.73,26.64,TRADE
NSW1,1/2/2022 8:30,5821.48,20.36,TRADE
NSW1,1/2/2022 8:35,5828.63,23.02,TRADE
NSW1,1/2/2022 8:40,5864.84,27.99,TRADE
NSW1,1/2/2022 8:45,5842.41,25.76,TRADE
NSW1,1/2/2022 8:50,5832.42,25.74,TRADE
NSW1,1/2/2022 8:55,5829,28.85,TRADE
NSW1,1/2/2022 9:00,5777.12,19.41,TRADE
NSW1,1/2/2022 9:05,5830.9,18.92,TRADE
NSW1,1/2/2022 9:10,5836.28,15.39,TRADE
NSW1,1/2/2022 9:15,5886.2,18.33,TRADE
NSW1,1/2/2022 9:20,5894.22,18.43,TRADE
NSW1,1/2/2022 9:25,5920.52,17.18,TRADE
NSW1,1/2/2022 9:30,5922.63,14.17,TRADE
NSW1,1/2/2022 9:35,5941.76,18.34,TRADE
NSW1,1/2/2022 9:40,5950.21,14.47,TRADE
NSW1,1/2/2022 9:45,5921.3,15.78,TRADE
NSW1,1/2/2022 9:50,5959.99,18.52,TRADE
NSW1,1/2/2022 9:55,6014.87,18.52,TRADE
NSW1,1/2/2022 10:00,6001.38,18.82,TRADE
NSW1,1/2/2022 10:05,6023.97,43.55,TRADE
NSW1,1/2/2022 10:10,6047.66,19.95,TRADE
NSW1,1/2/2022 10:15,6052.87,20.08,TRADE
NSW1,1/2/2022 10:20,6000.35,19.14,TRADE
NSW1,1/2/2022 10:25,5999.5,19.16,TRADE
NSW1,1/2/2022 10:30,6038.28,25.37,TRADE
NSW1,1/2/2022 10:35,6131.4,37.81,TRADE
NSW1,1/2/2022 10:40,6136.93,54.31,TRADE
NSW1,1/2/2022 10:45,6155.83,72.55,TRADE
NSW1,1/2/2022 10:50,6088.85,51.2,TRADE
NSW1,1/2/2022 10:55,6089.63,42.96,TRADE
NSW1,1/2/2022 11:00,6156.07,79.14,TRADE
NSW1,1/2/2022 11:05,6178.18,77.22,TRADE
NSW1,1/2/2022 11:10,6172.88,72.51,TRADE
NSW1,1/2/2022 11:15,6202.43,72.44,TRADE
NSW1,1/2/2022 11:20,6191.68,73.41,TRADE
NSW1,1/2/2022 11:25,6236.91,72.86,TRADE
NSW1,1/2/2022 11:30,6254.09,80.01,TRADE
NSW1,1/2/2022 11:35,6264.94,78.79,TRADE
NSW1,1/2/2022 11:40,6331.81,80.01,TRADE
NSW1,1/2/2022 11:45,6358.67,55.04,TRADE
NSW1,1/2/2022 11:50,6328.38,58.71,TRADE
NSW1,1/2/2022 11:55,6315.04,51.04,TRADE
NSW1,1/2/2022 12:00,6449.43,55.04,TRADE
NSW1,1/2/2022 12:05,6475.96,54.84,TRADE
NSW1,1/2/2022 12:10,6497.08,56.31,TRADE
NSW1,1/2/2022 12:15,6457.82,66.99,TRADE
NSW1,1/2/2022 12:20,6476.38,32.24,TRADE
NSW1,1/2/2022 12:25,6513.05,51.05,TRADE
NSW1,1/2/2022 12:30,6536.1,55.04,TRADE
NSW1,1/2/2022 12:35,6534.4,55.04,TRADE
NSW1,1/2/2022 12:40,6582.45,49.95,TRADE
NSW1,1/2/2022 12:45,6639.74,20.93,TRADE
NSW1,1/2/2022 12:50,6603.07,19.26,TRADE
NSW1,1/2/2022 12:55,6709.6,19.5,TRADE
NSW1,1/2/2022 13:00,6775.75,34.94,TRADE
NSW1,1/2/2022 13:05,6741.43,29.58,TRADE
NSW1,1/2/2022 13:10,6846.15,35.67,TRADE
NSW1,1/2/2022 13:15,6871.12,70.19,TRADE
NSW1,1/2/2022 13:20,6897.02,15.01,TRADE
NSW1,1/2/2022 13:25,6928.07,49.47,TRADE
NSW1,1/2/2022 13:30,6999.95,70.19,TRADE
NSW1,1/2/2022 13:35,7004.52,70.19,TRADE
NSW1,1/2/2022 13:40,7055.25,80.01,TRADE
NSW1,1/2/2022 13:45,7075.61,115.28,TRADE
NSW1,1/2/2022 13:50,7101.6,79.19,TRADE
NSW1,1/2/2022 13:55,7161.45,79.71,TRADE
NSW1,1/2/2022 14:00,7147.58,80.01,TRADE
NSW1,1/2/2022 14:05,7177.32,80.01,TRADE
NSW1,1/2/2022 14:10,7257.53,99.44,TRADE
NSW1,1/2/2022 14:15,7278.65,102.64,TRADE
NSW1,1/2/2022 14:20,7336.51,97.81,TRADE
NSW1,1/2/2022 14:25,7430.65,80.01,TRADE
NSW1,1/2/2022 14:30,7523.48,80.01,TRADE
NSW1,1/2/2022 14:35,7549.56,80.01,TRADE
NSW1,1/2/2022 14:40,7604.41,95.72,TRADE
NSW1,1/2/2022 14:45,7608.05,77.5,TRADE
NSW1,1/2/2022 14:50,7667.84,73.87,TRADE
