REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,3/14/2022 4:55,6400.94,96.36,TRADE
NSW1,3/14/2022 5:00,6397.53,96.46,TRADE
NSW1,3/14/2022 5:05,6578.58,94.5,TRADE
NSW1,3/14/2022 5:10,6690.23,96.36,TRADE
NSW1,3/14/2022 5:15,6754.55,90,TRADE
NSW1,3/14/2022 5:20,6795.01,89.99,TRADE
NSW1,3/14/2022 5:25,6885.96,93.55,TRADE
NSW1,3/14/2022 5:30,6933.44,93.21,TRADE
NSW1,3/14/2022 5:35,7018.11,89.97,TRADE
NSW1,3/14/2022 5:40,7055.41,89.97,TRADE
NSW1,3/14/2022 5:45,7070.76,89.97,TRADE
NSW1,3/14/2022 5:50,7128.62,89.99,TRADE
NSW1,3/14/2022 5:55,7250.06,99.31,TRADE
NSW1,3/14/2022 6:00,7274.62,99.31,TRADE
NSW1,3/14/2022 6:05,7365.06,107,TRADE
NSW1,3/14/2022 6:10,7338.26,106.13,TRADE
NSW1,3/14/2022 6:15,7461.26,122.52,TRADE
NSW1,3/14/2022 6:20,7525.64,112.46,TRADE
NSW1,3/14/2022 6:25,7553.29,107,TRADE
NSW1,3/14/2022 6:30,7615.06,100.89,TRADE
NSW1,3/14/2022 6:35,7497.2,89.97,TRADE
NSW1,3/14/2022 6:40,7569.72,97.31,TRADE
NSW1,3/14/2022 6:45,7609.13,106.65,TRADE
NSW1,3/14/2022 6:50,7600.52,96.48,TRADE
NSW1,3/14/2022 6:55,7520.06,93.43,TRADE
NSW1,3/14/2022 7:00,7586.33,91.97,TRADE
NSW1,3/14/2022 7:05,7585.81,89.97,TRADE
NSW1,3/14/2022 7:10,7537.82,78.97,TRADE
NSW1,3/14/2022 7:15,7559.27,77.27,TRADE
NSW1,3/14/2022 7:20,7428.83,72.48,TRADE
NSW1,3/14/2022 7:25,7384.8,72.56,TRADE
NSW1,3/14/2022 7:30,7426.02,64.99,TRADE
NSW1,3/14/2022 7:35,7386.06,74.61,TRADE
NSW1,3/14/2022 7:40,7423.22,75.59,TRADE
NSW1,3/14/2022 7:45,7305.13,65.79,TRADE
NSW1,3/14/2022 7:50,7290.02,64.7,TRADE
NSW1,3/14/2022 7:55,7270.38,62.42,TRADE
NSW1,3/14/2022 8:00,7285.76,62.91,TRADE
NSW1,3/14/2022 8:05,7264.78,76.22,TRADE
NSW1,3/14/2022 8:10,7160.41,63,TRADE
NSW1,3/14/2022 8:15,7135.69,76.32,TRADE
NSW1,3/14/2022 8:20,7119.11,69.79,TRADE
NSW1,3/14/2022 8:25,7121.83,63.81,TRADE
NSW1,3/14/2022 8:30,6972.93,39.41,TRADE
NSW1,3/14/2022 8:35,7037.46,40.07,TRADE
NSW1,3/14/2022 8:40,7036.34,30.28,TRADE
NSW1,3/14/2022 8:45,6957.57,21.61,TRADE
NSW1,3/14/2022 8:50,6971.73,27.17,TRADE
NSW1,3/14/2022 8:55,6885.77,21.73,TRADE
NSW1,3/14/2022 9:00,6854.31,21.69,TRADE
NSW1,3/14/2022 9:05,6945.44,40.08,TRADE
NSW1,3/14/2022 9:10,6803.22,16.23,TRADE
NSW1,3/14/2022 9:15,6828.35,21.84,TRADE
NSW1,3/14/2022 9:20,6870.44,25.16,TRADE
NSW1,3/14/2022 9:25,6737.73,22.07,TRADE
NSW1,3/14/2022 9:30,6870.32,22.51,TRADE
NSW1,3/14/2022 9:35,6875.52,35.59,TRADE
NSW1,3/14/2022 9:40,6856.28,83.7,TRADE
NSW1,3/14/2022 9:45,6853.94,59.7,TRADE
NSW1,3/14/2022 9:50,6757.73,36.67,TRADE
NSW1,3/14/2022 9:55,6763.02,37.01,TRADE
NSW1,3/14/2022 10:00,6792.06,37.28,TRADE
NSW1,3/14/2022 10:05,6811.86,81.66,TRADE
NSW1,3/14/2022 10:10,6767.05,60.95,TRADE
NSW1,3/14/2022 10:15,6817.45,64.99,TRADE
NSW1,3/14/2022 10:20,6782.03,61.45,TRADE
NSW1,3/14/2022 10:25,6823.49,64.99,TRADE
NSW1,3/14/2022 10:30,6774.63,60.13,TRADE
NSW1,3/14/2022 10:35,6781.11,83.7,TRADE
NSW1,3/14/2022 10:40,6758.97,76.75,TRADE
NSW1,3/14/2022 10:45,6801.31,21.18,TRADE
NSW1,3/14/2022 10:50,6783.89,62.64,TRADE
NSW1,3/14/2022 10:55,6794.56,61.3,TRADE
NSW1,3/14/2022 11:00,6714.88,71.36,TRADE
NSW1,3/14/2022 11:05,6782.02,12.96,TRADE
NSW1,3/14/2022 11:10,6811.34,57.58,TRADE
NSW1,3/14/2022 11:15,6837.25,60.31,TRADE
NSW1,3/14/2022 11:20,6841.98,60.62,TRADE
NSW1,3/14/2022 11:25,6818.41,38.06,TRADE
NSW1,3/14/2022 11:30,6873.77,73.47,TRADE
NSW1,3/14/2022 11:35,6857.04,60.73,TRADE
NSW1,3/14/2022 11:40,6937.51,61.47,TRADE
NSW1,3/14/2022 11:45,6985.81,62.24,TRADE
NSW1,3/14/2022 11:50,7010.47,63.28,TRADE
NSW1,3/14/2022 11:55,6958.89,63.24,TRADE
NSW1,3/14/2022 12:00,7007.96,73.47,TRADE
NSW1,3/14/2022 12:05,7008.85,78.97,TRADE
NSW1,3/14/2022 12:10,7034.93,73.47,TRADE
NSW1,3/14/2022 12:15,7031.44,80.1,TRADE
NSW1,3/14/2022 12:20,7097.02,83.7,TRADE
NSW1,3/14/2022 12:25,7122.04,70.65,TRADE
NSW1,3/14/2022 12:30,7041.67,33.71,TRADE
NSW1,3/14/2022 12:35,7141.75,70.49,TRADE
NSW1,3/14/2022 12:40,7072.38,63.99,TRADE
NSW1,3/14/2022 12:45,7139.3,64.56,TRADE
NSW1,3/14/2022 12:50,7076.45,70.48,TRADE
NSW1,3/14/2022 12:55,7107.3,72.93,TRADE
NSW1,3/14/2022 13:00,7089.89,64.99,TRADE
NSW1,3/14/2022 13:05,7114.67,70.86,TRADE
NSW1,3/14/2022 13:10,7056.55,71.39,TRADE
NSW1,3/14/2022 13:15,7083.74,73.97,TRADE
NSW1,3/14/2022 13:20,7101.21,67.87,TRADE
NSW1,3/14/2022 13:25,7090.56,76.41,TRADE
NSW1,3/14/2022 13:30,7059.92,78.97,TRADE
NSW1,3/14/2022 13:35,7061.84,61.79,TRADE
NSW1,3/14/2022 13:40,7024.7,97.96,TRADE
NSW1,3/14/2022 13:45,7020.28,76.42,TRADE
NSW1,3/14/2022 13:50,7079.66,82.92,TRADE
NSW1,3/14/2022 13:55,7041.11,77.76,TRADE
NSW1,3/14/2022 14:00,7113.7,89.97,TRADE
NSW1,3/14/2022 14:05,7135.43,61.54,TRADE
NSW1,3/14/2022 14:10,7047.3,67.98,TRADE
NSW1,3/14/2022 14:15,7006.96,87.81,TRADE
NSW1,3/14/2022 14:20,6877.74,83.7,TRADE
NSW1,3/14/2022 14:25,6802.17,59.42,TRADE
NSW1,3/14/2022 14:30,6849.42,83.7,TRADE
NSW1,3/14/2022 14:35,6922.34,77.48,TRADE
NSW1,3/14/2022 14:40,6975.59,78.3,TRADE
NSW1,3/14/2022 14:45,7001.78,59.83,TRADE
NSW1,3/14/2022 14:50,7073.91,65.23,TRADE
NSW1,3/14/2022 14:55,7151.58,74.81,TRADE
NSW1,3/14/2022 15:00,7254.8,83.7,TRADE
NSW1,3/14/2022 15:05,7300.31,71.4,TRADE
NSW1,3/14/2022 15:10,7373.55,74.7,TRADE
NSW1,3/14/2022 15:15,7339.99,75.65,TRADE
NSW1,3/14/2022 15:20,7461.49,83.7,TRADE
NSW1,3/14/2022 15:25,7532.73,89.97,TRADE
NSW1,3/14/2022 15:30,7608.79,85,TRADE
NSW1,3/14/2022 15:35,7677.24,89.97,TRADE
NSW1,3/14/2022 15:40,7669.69,62.78,TRADE
NSW1,3/14/2022 15:45,7678.71,89.97,TRADE
NSW1,3/14/2022 15:50,7817.12,89.97,TRADE
NSW1,3/14/2022 15:55,7782.36,83.7,TRADE
NSW1,3/14/2022 16:00,7883.82,89.97,TRADE
NSW1,3/14/2022 16:05,7943.05,77.73,TRADE
NSW1,3/14/2022 16:10,7908.27,85,TRADE
NSW1,3/14/2022 16:15,7978.55,107,TRADE
NSW1,3/14/2022 16:20,8084.47,105.29,TRADE
NSW1,3/14/2022 16:25,8153.95,89.97,TRADE
NSW1,3/14/2022 16:30,8267.05,99.3,TRADE
NSW1,3/14/2022 16:35,8141.98,87.53,TRADE
NSW1,3/14/2022 16:40,8265.72,92.62,TRADE
NSW1,3/14/2022 16:45,8232.66,89.97,TRADE
NSW1,3/14/2022 16:50,8389.54,91.94,TRADE
NSW1,3/14/2022 16:55,8396.92,116.14,TRADE
NSW1,3/14/2022 17:00,8282.5,107,TRADE
NSW1,3/14/2022 17:05,8315.67,89.97,TRADE
NSW1,3/14/2022 17:10,8381.61,89.97,TRADE
NSW1,3/14/2022 17:15,8374.72,122.52,TRADE
NSW1,3/14/2022 17:20,8394,105.17,TRADE
NSW1,3/14/2022 17:25,8434.42,198.06,TRADE
NSW1,3/14/2022 17:30,8437.84,190.88,TRADE
NSW1,3/14/2022 17:35,8466.8,117.99,TRADE
NSW1,3/14/2022 17:40,8472.26,122.52,TRADE
NSW1,3/14/2022 17:45,8468.07,107,TRADE
NSW1,3/14/2022 17:50,8490.51,122.87,TRADE
NSW1,3/14/2022 17:55,8421.21,180.21,TRADE
NSW1,3/14/2022 18:00,8429.1,182.03,TRADE
NSW1,3/14/2022 18:05,8466.19,218.29,TRADE
NSW1,3/14/2022 18:10,8464.94,190.12,TRADE
NSW1,3/14/2022 18:15,8431.97,286.96,TRADE
NSW1,3/14/2022 18:20,8485.6,204.15,TRADE
NSW1,3/14/2022 18:25,8393.59,259.58,TRADE
NSW1,3/14/2022 18:30,8338.61,182.14,TRADE
NSW1,3/14/2022 18:35,8396.49,185.98,TRADE
NSW1,3/14/2022 18:40,8392.15,208.31,TRADE
NSW1,3/14/2022 18:45,8409.8,214.23,TRADE
NSW1,3/14/2022 18:50,8385.96,185.89,TRADE
NSW1,3/14/2022 18:55,8361.15,180.57,TRADE
NSW1,3/14/2022 19:00,8254.42,138.8,TRADE
NSW1,3/14/2022 19:05,8271.17,132.19,TRADE
NSW1,3/14/2022 19:10,8268.33,178.08,TRADE
NSW1,3/14/2022 19:15,8297.53,117.99,TRADE
NSW1,3/14/2022 19:20,8152.28,123.63,TRADE
NSW1,3/14/2022 19:25,8159.94,107,TRADE
NSW1,3/14/2022 19:30,8098.37,101.06,TRADE
NSW1,3/14/2022 19:35,8091.92,117.99,TRADE
NSW1,3/14/2022 19:40,8136.51,110.86,TRADE
NSW1,3/14/2022 19:45,7975.28,107,TRADE
NSW1,3/14/2022 19:50,7994.81,117.66,TRADE
NSW1,3/14/2022 19:55,7988.17,107,TRADE
NSW1,3/14/2022 20:00,7893.73,103.35,TRADE
NSW1,3/14/2022 20:05,7849.95,102.59,TRADE
NSW1,3/14/2022 20:10,7799.95,104.7,TRADE
NSW1,3/14/2022 20:15,7859.53,93.63,TRADE
NSW1,3/14/2022 20:20,7820.21,105.55,TRADE
NSW1,3/14/2022 20:25,7757.32,89.97,TRADE
NSW1,3/14/2022 20:30,7675.35,99.3,TRADE
NSW1,3/14/2022 20:35,7735.88,99.85,TRADE
NSW1,3/14/2022 20:40,7673.88,98.52,TRADE
NSW1,3/14/2022 20:45,7644.25,99.3,TRADE
NSW1,3/14/2022 20:50,7594.18,89.97,TRADE
NSW1,3/14/2022 20:55,7539.24,89.65,TRADE
NSW1,3/14/2022 21:00,7563.59,83.7,TRADE
NSW1,3/14/2022 21:05,7590.9,89.97,TRADE
NSW1,3/14/2022 21:10,7479.78,89.97,TRADE
NSW1,3/14/2022 21:15,7562.77,88.44,TRADE
NSW1,3/14/2022 21:20,7538.56,83.7,TRADE
NSW1,3/14/2022 21:25,7426.9,78.45,TRADE
NSW1,3/14/2022 21:30,7463.63,85,TRADE
NSW1,3/14/2022 21:35,7490.25,89.97,TRADE
NSW1,3/14/2022 21:40,7482.67,85.4,TRADE
NSW1,3/14/2022 21:45,7360.37,72.39,TRADE
NSW1,3/14/2022 21:50,7372.63,67.39,TRADE
NSW1,3/14/2022 21:55,7366.47,83.7,TRADE
NSW1,3/14/2022 22:00,7377.01,75.21,TRADE
NSW1,3/14/2022 22:05,7467.1,85,TRADE
NSW1,3/14/2022 22:10,7440.64,85.08,TRADE
NSW1,3/14/2022 22:15,7369.35,83.7,TRADE
NSW1,3/14/2022 22:20,7397.22,83.7,TRADE
NSW1,3/14/2022 22:25,7349.89,78.96,TRADE
NSW1,3/14/2022 22:30,7321.48,83.7,TRADE
NSW1,3/14/2022 22:35,7227.16,83.7,TRADE
NSW1,3/14/2022 22:40,7297.39,83.7,TRADE
NSW1,3/14/2022 22:45,7237.06,83.7,TRADE
NSW1,3/14/2022 22:50,7227.55,80.9,TRADE
NSW1,3/14/2022 22:55,7216.98,75,TRADE
NSW1,3/14/2022 23:00,7192.2,75,TRADE
NSW1,3/14/2022 23:05,7259.32,89.99,TRADE
NSW1,3/14/2022 23:10,7211.47,85,TRADE
NSW1,3/14/2022 23:15,7243.9,103.72,TRADE
NSW1,3/14/2022 23:20,7112.09,85,TRADE
NSW1,3/14/2022 23:25,7156.71,85,TRADE
NSW1,3/14/2022 23:30,7107.05,89.99,TRADE
NSW1,3/14/2022 23:35,7163.38,96.95,TRADE
NSW1,3/14/2022 23:40,7096.07,89.99,TRADE
NSW1,3/14/2022 23:45,7128.96,99.3,TRADE
NSW1,3/14/2022 23:50,7047.26,83.7,TRADE
NSW1,3/14/2022 23:55,7126.46,89.99,TRADE
NSW1,3/15/2022 0:00,7075.58,89.99,TRADE
NSW1,3/15/2022 0:05,7014.92,99.81,TRADE
NSW1,3/15/2022 0:10,6946.47,99.3,TRADE
NSW1,3/15/2022 0:15,6931.83,85,TRADE
NSW1,3/15/2022 0:20,6801.93,79.2,TRADE
NSW1,3/15/2022 0:25,6795.3,83.7,TRADE
NSW1,3/15/2022 0:30,6817.13,83.7,TRADE
NSW1,3/15/2022 0:35,6781.36,83.7,TRADE
NSW1,3/15/2022 0:40,6751.92,78.34,TRADE
NSW1,3/15/2022 0:45,6718.9,83.7,TRADE
NSW1,3/15/2022 0:50,6723.62,78.96,TRADE
NSW1,3/15/2022 0:55,6684.65,75,TRADE
NSW1,3/15/2022 1:00,6558.09,75,TRADE
NSW1,3/15/2022 1:05,6562.63,75,TRADE
NSW1,3/15/2022 1:10,6559.83,78.45,TRADE
NSW1,3/15/2022 1:15,6496.55,73.75,TRADE
NSW1,3/15/2022 1:20,6440.76,74.36,TRADE
NSW1,3/15/2022 1:25,6393.37,71.01,TRADE
NSW1,3/15/2022 1:30,6360.05,69.72,TRADE
NSW1,3/15/2022 1:35,6367.06,71.05,TRADE
NSW1,3/15/2022 1:40,6324.89,70.61,TRADE
NSW1,3/15/2022 1:45,6230.38,67.64,TRADE
NSW1,3/15/2022 1:50,6203.83,63.16,TRADE
NSW1,3/15/2022 1:55,6226.99,63.57,TRADE
NSW1,3/15/2022 2:00,6182.02,64.99,TRADE
NSW1,3/15/2022 2:05,6196.85,58.21,TRADE
NSW1,3/15/2022 2:10,6132.84,57.42,TRADE
NSW1,3/15/2022 2:15,6140.11,58.3,TRADE
NSW1,3/15/2022 2:20,6109.6,57.42,TRADE
NSW1,3/15/2022 2:25,6107.45,57.46,TRADE
NSW1,3/15/2022 2:30,6094.63,38.08,TRADE
NSW1,3/15/2022 2:35,6035.75,35.5,TRADE
NSW1,3/15/2022 2:40,6047.45,35.28,TRADE
NSW1,3/15/2022 2:45,6019.92,35.34,TRADE
NSW1,3/15/2022 2:50,6050.96,34.53,TRADE
NSW1,3/15/2022 2:55,6014.83,34.82,TRADE
NSW1,3/15/2022 3:00,6064.02,63.2,TRADE
NSW1,3/15/2022 3:05,6116.78,58.66,TRADE
NSW1,3/15/2022 3:10,6103.94,59.1,TRADE
NSW1,3/15/2022 3:15,6118.05,59.07,TRADE
NSW1,3/15/2022 3:20,6053.11,57.02,TRADE
NSW1,3/15/2022 3:25,6081.02,59.39,TRADE
NSW1,3/15/2022 3:30,6117.39,59.87,TRADE
NSW1,3/15/2022 3:35,6107.66,59.39,TRADE
NSW1,3/15/2022 3:40,6131.18,59.02,TRADE
NSW1,3/15/2022 3:45,6077.96,36.81,TRADE
NSW1,3/15/2022 3:50,6071.93,36.8,TRADE
NSW1,3/15/2022 3:55,6084.95,37.05,TRADE
NSW1,3/15/2022 4:00,6135.11,64.99,TRADE
NSW1,3/15/2022 4:05,6102.8,59.03,TRADE
NSW1,3/15/2022 4:10,6232.04,73.04,TRADE
NSW1,3/15/2022 4:15,6221.45,73.09,TRADE
NSW1,3/15/2022 4:20,6310.61,78.97,TRADE
NSW1,3/15/2022 4:25,6302.58,78.97,TRADE
NSW1,3/15/2022 4:30,6359.89,85,TRADE
NSW1,3/15/2022 4:35,6473.21,85,TRADE
NSW1,3/15/2022 4:40,6374.93,85,TRADE
NSW1,3/15/2022 4:45,6464.59,89.97,TRADE
NSW1,3/15/2022 4:50,6528.03,89.97,TRADE
NSW1,3/15/2022 4:55,6519.95,89.97,TRADE
NSW1,3/15/2022 5:00,6547.29,89.97,TRADE
NSW1,3/15/2022 5:05,6689.69,89.97,TRADE
NSW1,3/15/2022 5:10,6714.8,99.31,TRADE
NSW1,3/15/2022 5:15,6892.33,122.51,TRADE
NSW1,3/15/2022 5:20,6911.48,107,TRADE
NSW1,3/15/2022 5:25,6981.82,107,TRADE
NSW1,3/15/2022 5:30,7062.64,104.65,TRADE
NSW1,3/15/2022 5:35,7179.93,93.21,TRADE
NSW1,3/15/2022 5:40,7239.6,93.21,TRADE
NSW1,3/15/2022 5:45,7321.08,97.97,TRADE
NSW1,3/15/2022 5:50,7322.2,93.21,TRADE
NSW1,3/15/2022 5:55,7332.28,95.85,TRADE
NSW1,3/15/2022 6:00,7418.06,99.31,TRADE
NSW1,3/15/2022 6:05,7583.67,91.96,TRADE
NSW1,3/15/2022 6:10,7586.76,99.3,TRADE
NSW1,3/15/2022 6:15,7588.74,99.3,TRADE
NSW1,3/15/2022 6:20,7658.55,104.89,TRADE
NSW1,3/15/2022 6:25,7640.68,99.3,TRADE
NSW1,3/15/2022 6:30,7740.21,99.3,TRADE
NSW1,3/15/2022 6:35,7805.45,120,TRADE
NSW1,3/15/2022 6:40,7770.34,120,TRADE
NSW1,3/15/2022 6:45,7804.22,120,TRADE
NSW1,3/15/2022 6:50,7674.06,99.31,TRADE
NSW1,3/15/2022 6:55,7721.71,107,TRADE
NSW1,3/15/2022 7:00,7714.17,107,TRADE
NSW1,3/15/2022 7:05,7686.61,92.66,TRADE
NSW1,3/15/2022 7:10,7694.36,107,TRADE
NSW1,3/15/2022 7:15,7739.25,128.34,TRADE
NSW1,3/15/2022 7:20,7598.66,101.65,TRADE
NSW1,3/15/2022 7:25,7668.75,120,TRADE
NSW1,3/15/2022 7:30,7672.09,99.31,TRADE
NSW1,3/15/2022 7:35,7570.51,93.68,TRADE
NSW1,3/15/2022 7:40,7552.25,92.07,TRADE
NSW1,3/15/2022 7:45,7499.59,95.07,TRADE
NSW1,3/15/2022 7:50,7428.37,91.27,TRADE
NSW1,3/15/2022 7:55,7446.13,92.16,TRADE
NSW1,3/15/2022 8:00,7419.11,81.28,TRADE
NSW1,3/15/2022 8:05,7437.81,93.05,TRADE
NSW1,3/15/2022 8:10,7409.5,92.3,TRADE
NSW1,3/15/2022 8:15,7374.62,90.66,TRADE
NSW1,3/15/2022 8:20,7272.08,80.91,TRADE
NSW1,3/15/2022 8:25,7310.03,85,TRADE
NSW1,3/15/2022 8:30,7284.05,78.19,TRADE
NSW1,3/15/2022 8:35,7102.37,75.94,TRADE
NSW1,3/15/2022 8:40,6895.52,60.24,TRADE
NSW1,3/15/2022 8:45,6761.64,56.39,TRADE
NSW1,3/15/2022 8:50,6679.89,64.99,TRADE
NSW1,3/15/2022 8:55,6639.82,64.99,TRADE
NSW1,3/15/2022 9:00,6948.82,79,TRADE
NSW1,3/15/2022 9:05,6957.67,81.54,TRADE
NSW1,3/15/2022 9:10,6893.04,60.99,TRADE
NSW1,3/15/2022 9:15,6888.27,79.83,TRADE
NSW1,3/15/2022 9:20,6830.05,78.08,TRADE
NSW1,3/15/2022 9:25,6817.79,62.34,TRADE
NSW1,3/15/2022 9:30,6861.02,64.99,TRADE
NSW1,3/15/2022 9:35,6834.06,61.69,TRADE
NSW1,3/15/2022 9:40,6761.94,53.29,TRADE
NSW1,3/15/2022 9:45,6781.61,64.99,TRADE
NSW1,3/15/2022 9:50,6802.31,64.99,TRADE
NSW1,3/15/2022 9:55,6654.81,53.74,TRADE
NSW1,3/15/2022 10:00,6640.91,56.46,TRADE
NSW1,3/15/2022 10:05,6623.88,88.17,TRADE
NSW1,3/15/2022 10:10,6604.66,62.71,TRADE
NSW1,3/15/2022 10:15,6579.01,60.7,TRADE
NSW1,3/15/2022 10:20,6525.79,19.45,TRADE
NSW1,3/15/2022 10:25,6458.3,17.4,TRADE
NSW1,3/15/2022 10:30,6529.13,60.84,TRADE
NSW1,3/15/2022 10:35,6506.76,45,TRADE
NSW1,3/15/2022 10:40,6545.39,59.15,TRADE
NSW1,3/15/2022 10:45,6414,19.01,TRADE
NSW1,3/15/2022 10:50,6509.02,47.08,TRADE
NSW1,3/15/2022 10:55,6502.96,59.41,TRADE
NSW1,3/15/2022 11:00,6479.13,35.59,TRADE
NSW1,3/15/2022 11:05,6549.3,19.76,TRADE
NSW1,3/15/2022 11:10,6478.89,19.93,TRADE
NSW1,3/15/2022 11:15,6470.28,33.51,TRADE
NSW1,3/15/2022 11:20,6467.35,28.38,TRADE
NSW1,3/15/2022 11:25,6552.58,59.44,TRADE
NSW1,3/15/2022 11:30,6577.99,55.27,TRADE
NSW1,3/15/2022 11:35,6604.87,71.49,TRADE
NSW1,3/15/2022 11:40,6564.95,58.32,TRADE
NSW1,3/15/2022 11:45,6581.1,60.24,TRADE
NSW1,3/15/2022 11:50,6610.01,62.74,TRADE
NSW1,3/15/2022 11:55,6608.48,64.29,TRADE
NSW1,3/15/2022 12:00,6647.94,81.22,TRADE
NSW1,3/15/2022 12:05,6591.27,81.33,TRADE
NSW1,3/15/2022 12:10,6574.14,64.96,TRADE
NSW1,3/15/2022 12:15,6637.18,89.99,TRADE
NSW1,3/15/2022 12:20,6609.94,71.64,TRADE
NSW1,3/15/2022 12:25,6618.13,65.49,TRADE
NSW1,3/15/2022 12:30,6541.25,89.99,TRADE
NSW1,3/15/2022 12:35,6552.91,64.99,TRADE
NSW1,3/15/2022 12:40,6599.67,93.12,TRADE
NSW1,3/15/2022 12:45,6587.89,92.9,TRADE
NSW1,3/15/2022 12:50,6582.23,101.68,TRADE
NSW1,3/15/2022 12:55,6591.56,92.09,TRADE
NSW1,3/15/2022 13:00,6513.96,107,TRADE
NSW1,3/15/2022 13:05,6581,226.05,TRADE
NSW1,3/15/2022 13:10,6561.64,101.7,TRADE
NSW1,3/15/2022 13:15,6642.01,107,TRADE
NSW1,3/15/2022 13:20,6569.05,93.21,TRADE
NSW1,3/15/2022 13:25,6612.31,107,TRADE
NSW1,3/15/2022 13:30,6653.54,118.39,TRADE
NSW1,3/15/2022 13:35,6633.83,99.3,TRADE
NSW1,3/15/2022 13:40,6648.34,93.21,TRADE
NSW1,3/15/2022 13:45,6682.41,91.48,TRADE
NSW1,3/15/2022 13:50,6615.63,92.01,TRADE
NSW1,3/15/2022 13:55,6642.81,61.78,TRADE
NSW1,3/15/2022 14:00,6650.21,87.39,TRADE
NSW1,3/15/2022 14:05,6736.38,89.99,TRADE
NSW1,3/15/2022 14:10,6728.13,96.78,TRADE
NSW1,3/15/2022 14:15,6775.34,99.3,TRADE
NSW1,3/15/2022 14:20,6792.81,89.99,TRADE
NSW1,3/15/2022 14:25,6855.32,103.24,TRADE
NSW1,3/15/2022 14:30,6941.34,107,TRADE
NSW1,3/15/2022 14:35,6909.51,88.51,TRADE
NSW1,3/15/2022 14:40,6968.72,89.93,TRADE
NSW1,3/15/2022 14:45,7020.09,89.86,TRADE
NSW1,3/15/2022 14:50,7043.01,90.48,TRADE
NSW1,3/15/2022 14:55,7103,92.11,TRADE
NSW1,3/15/2022 15:00,7107.4,91.13,TRADE
NSW1,3/15/2022 15:05,7171.14,91.48,TRADE
NSW1,3/15/2022 15:10,7260.12,89.35,TRADE
NSW1,3/15/2022 15:15,7272.54,89.25,TRADE
NSW1,3/15/2022 15:20,7368.48,89.19,TRADE
NSW1,3/15/2022 15:25,7457.2,90.73,TRADE
NSW1,3/15/2022 15:30,7527.89,91.44,TRADE
NSW1,3/15/2022 15:35,7612.71,91.39,TRADE
NSW1,3/15/2022 15:40,7691.48,91.09,TRADE
NSW1,3/15/2022 15:45,7697.07,85,TRADE
NSW1,3/15/2022 15:50,7733.98,80.95,TRADE
NSW1,3/15/2022 15:55,7729.89,85,TRADE
NSW1,3/15/2022 16:00,7830.3,86.97,TRADE
NSW1,3/15/2022 16:05,7830.57,80.72,TRADE
NSW1,3/15/2022 16:10,7836.36,80.68,TRADE
NSW1,3/15/2022 16:15,7890.28,81.22,TRADE
NSW1,3/15/2022 16:20,7994.05,85,TRADE
NSW1,3/15/2022 16:25,8089.33,85,TRADE
NSW1,3/15/2022 16:30,8157.36,93.21,TRADE
NSW1,3/15/2022 16:35,8221.62,85,TRADE
NSW1,3/15/2022 16:40,8231.74,94.76,TRADE
NSW1,3/15/2022 16:45,8243.44,93.85,TRADE
NSW1,3/15/2022 16:50,8295.96,99.31,TRADE
NSW1,3/15/2022 16:55,8345.81,99.31,TRADE
NSW1,3/15/2022 17:00,8413.77,99.31,TRADE
NSW1,3/15/2022 17:05,8349.47,83.02,TRADE
NSW1,3/15/2022 17:10,8280.41,83.02,TRADE
NSW1,3/15/2022 17:15,8261.51,84.34,TRADE
NSW1,3/15/2022 17:20,8382.21,86.04,TRADE
NSW1,3/15/2022 17:25,8487.58,149.18,TRADE
NSW1,3/15/2022 17:30,8514.44,176.58,TRADE
NSW1,3/15/2022 17:35,8532.47,109.03,TRADE
NSW1,3/15/2022 17:40,8503.99,89.97,TRADE
NSW1,3/15/2022 17:45,8477.35,99.31,TRADE
NSW1,3/15/2022 17:50,8518.9,96.85,TRADE
NSW1,3/15/2022 17:55,8549.92,99.3,TRADE
NSW1,3/15/2022 18:00,8532.2,99.3,TRADE
NSW1,3/15/2022 18:05,8581.51,86.18,TRADE
NSW1,3/15/2022 18:10,8452.51,93.21,TRADE
NSW1,3/15/2022 18:15,8507.77,99.3,TRADE
NSW1,3/15/2022 18:20,8501.16,105.26,TRADE
NSW1,3/15/2022 18:25,8544,107.49,TRADE
NSW1,3/15/2022 18:30,8408.55,98.36,TRADE
NSW1,3/15/2022 18:35,8397.19,99.04,TRADE
NSW1,3/15/2022 18:40,8437.75,93.21,TRADE
NSW1,3/15/2022 18:45,8390.24,93.21,TRADE
NSW1,3/15/2022 18:50,8357.82,93.21,TRADE
NSW1,3/15/2022 18:55,8307.54,88.5,TRADE
NSW1,3/15/2022 19:00,8352.96,93.21,TRADE
NSW1,3/15/2022 19:05,8303.14,97.68,TRADE
NSW1,3/15/2022 19:10,8309.85,97.52,TRADE
NSW1,3/15/2022 19:15,8303.42,96.75,TRADE
NSW1,3/15/2022 19:20,8337.6,97.34,TRADE
NSW1,3/15/2022 19:25,8199.83,93.21,TRADE
NSW1,3/15/2022 19:30,8206.13,87.93,TRADE
NSW1,3/15/2022 19:35,8179.32,99.31,TRADE
NSW1,3/15/2022 19:40,8080.53,94.74,TRADE
NSW1,3/15/2022 19:45,8049.76,99.31,TRADE
NSW1,3/15/2022 19:50,8017.59,99.3,TRADE
